File Name	Subject Description	Motion Description	KeyWords	Number of Frames	Frame Rate	Length (s)
31_13.amc	recreation, nursery rhymes, animal behaviors	bear (human subject)	[]	1619	120	13.491666666666667
31_14.amc	recreation, nursery rhymes, animal behaviors	dog (human subject)	[]	1579	120	13.158333333333333
31_15.amc	recreation, nursery rhymes, animal behaviors	cat (human subject)	[]	1544	120	12.866666666666667
31_16.amc	recreation, nursery rhymes, animal behaviors	elephant (human subject)	[]	1628	120	13.566666666666666
31_17.amc	recreation, nursery rhymes, animal behaviors	Tyrannosaurus rex (human subject)	[]	1663	120	13.858333333333333
31_18.amc	recreation, nursery rhymes, animal behaviors	mouse (human subject)	[]	1764	120	14.7
31_19.amc	recreation, nursery rhymes, animal behaviors	chicken (human subject)	[]	1662	120	13.85
31_20.amc	recreation, nursery rhymes, animal behaviors	snake (human subject)	[]	1643	120	13.691666666666666
31_21.amc	recreation, nursery rhymes, animal behaviors	monkey (human subject)	[]	1702	120	14.183333333333334
32_01.amc	recreation, nursery rhymes, animal behaviors	walk	['walk']	200	120	1.6666666666666667
32_02.amc	recreation, nursery rhymes, animal behaviors	walk	['walk']	180	120	1.5
32_03.amc	recreation, nursery rhymes, animal behaviors	basketball signals	[]	1348	120	11.233333333333333
32_04.amc	recreation, nursery rhymes, animal behaviors	"nursery rhyme - ""I'm a little teapot..."""	[]	962	120	8.016666666666667
32_05.amc	recreation, nursery rhymes, animal behaviors	Alaskan vacation	[]	1519	120	12.658333333333333
32_06.amc	recreation, nursery rhymes, animal behaviors	nursery rhyme - Cock Robin	[]	3270	120	27.25
32_07.amc	recreation, nursery rhymes, animal behaviors	basketball signals	[]	1299	120	10.825
32_08.amc	recreation, nursery rhymes, animal behaviors	"nursery rhyme - ""I'm a little teapot..."""	[]	932	120	7.766666666666667
32_09.amc	recreation, nursery rhymes, animal behaviors	Alaskan vacation	[]	1556	120	12.966666666666667
32_10.amc	recreation, nursery rhymes, animal behaviors	nursery rhyme - Cock Robin	[]	3308	120	27.566666666666666
32_11.amc	recreation, nursery rhymes, animal behaviors	Alaskan vacation	[]	6117	120	50.975
32_12.amc	recreation, nursery rhymes, animal behaviors	Alaskan vacation	[]	6126	120	51.05
32_13.amc	recreation, nursery rhymes, animal behaviors	prairie dog (human subject)	[]	1347	120	11.225
32_14.amc	recreation, nursery rhymes, animal behaviors	bear (human subject)	[]	1110	120	9.25
32_15.amc	recreation, nursery rhymes, animal behaviors	dog (human subject)	[]	1510	120	12.583333333333334
32_16.amc	recreation, nursery rhymes, animal behaviors	cat (human subject)	[]	1828	120	15.233333333333333
32_17.amc	recreation, nursery rhymes, animal behaviors	elephant (human subject)	[]	1379	120	11.491666666666667
32_18.amc	recreation, nursery rhymes, animal behaviors	mouse (human subject)	[]	1262	120	10.516666666666667
32_19.amc	recreation, nursery rhymes, animal behaviors	chicken (human subject)	[]	962	120	8.016666666666667
32_20.amc	recreation, nursery rhymes, animal behaviors	Tyrannosaurus rex (human subject)	[]	1480	120	12.333333333333334
32_21.amc	recreation, nursery rhymes, animal behaviors	snake (human subject)	[]	848	120	7.066666666666666
32_22.amc	recreation, nursery rhymes, animal behaviors	monkey (human subject)	[]	1185	120	9.875
33_01.amc	throw and catch football	football - throw, catch (2 subjects - subject A)	['throw']	1126	60	18.766666666666666
33_02.amc	throw and catch football	football - throw, catch, jump around (2 subjects - subject A)	['jump', 'throw']	534	60	8.9
34_01.amc	throw and catch football	football - throw, catch (2 subjects - subject B)	['throw']	1126	60	18.766666666666666
34_02.amc	throw and catch football	football - throw, catch, jump around (2 subjects - subject B)	['jump', 'throw']	534	60	8.9
35_01.amc	walk, run	walk	['walk']	148	120	1.2333333333333334
35_02.amc	walk, run	walk	['walk']	168	120	1.4
35_03.amc	walk, run	walk	['walk']	177	120	1.475
35_04.amc	walk, run	walk	['walk']	180	120	1.5
35_05.amc	walk, run	walk	['walk']	177	120	1.475
35_06.amc	walk, run	walk	['walk']	182	120	1.5166666666666666
35_07.amc	walk, run	walk	['walk']	149	120	1.2416666666666667
35_08.amc	walk, run	walk	['walk']	189	120	1.575
35_09.amc	walk, run	walk	['walk']	159	120	1.325
35_10.amc	walk, run	walk	['walk']	179	120	1.4916666666666667
35_11.amc	walk, run	walk	['walk']	160	120	1.3333333333333333
35_12.amc	walk, run	walk	['walk']	164	120	1.3666666666666667
35_13.amc	walk, run	walk	['walk']	188	120	1.5666666666666667
35_14.amc	walk, run	walk	['walk']	170	120	1.4166666666666667
35_15.amc	walk, run	walk	['walk']	168	120	1.4
35_16.amc	walk, run	walk	['walk']	184	120	1.5333333333333334
35_17.amc	walk, run	run/jog	['run']	69	120	0.575
35_18.amc	walk, run	run/jog	['run']	72	120	0.6
35_19.amc	walk, run	run/jog	['run']	66	120	0.55
35_20.amc	walk, run	run/jog	['run']	67	120	0.5583333333333333
35_21.amc	walk, run	run/jog	['run']	66	120	0.55
35_22.amc	walk, run	run/jog	['run']	69	120	0.575
35_23.amc	walk, run	run/jog	['run']	67	120	0.5583333333333333
35_24.amc	walk, run	run/jog	['run']	62	120	0.5166666666666667
35_25.amc	walk, run	run/jog	['run']	68	120	0.5666666666666667
35_26.amc	walk, run	run/jog	['run']	57	120	0.475
35_27.amc	walk, run	navigate around obstacles	[]	4085	120	34.041666666666664
35_28.amc	walk, run	walk	['walk']	173	120	1.4416666666666667
35_29.amc	walk, run	walk	['walk']	206	120	1.7166666666666666
35_30.amc	walk, run	walk	['walk']	171	120	1.425
35_31.amc	walk, run	walk	['walk']	175	120	1.4583333333333333
35_32.amc	walk, run	walk	['walk']	162	120	1.35
35_33.amc	walk, run	walk	['walk']	175	120	1.4583333333333333
35_34.amc	walk, run	walk	['walk']	172	120	1.4333333333333333
36_01.amc	walk on uneven terrain	walk on uneven terrain	['walk']	231	120	1.925
36_02.amc	walk on uneven terrain	walk forward, turn around, walk back	['turn', 'walk']	1780	120	14.833333333333334
36_03.amc	walk on uneven terrain	walk forward, turn around, walk back	['turn', 'walk']	1604	120	13.366666666666667
36_04.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1552	120	12.933333333333334
36_05.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1747	120	14.558333333333334
36_06.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1622	120	13.516666666666667
36_07.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1571	120	13.091666666666667
36_08.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1547	120	12.891666666666667
36_09.amc	walk on uneven terrain	walk forward, turn around, walk back	['turn', 'walk']	1620	120	13.5
36_10.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1596	120	13.3
36_11.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1736	120	14.466666666666667
36_12.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1910	120	15.916666666666666
36_13.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1769	120	14.741666666666667
36_14.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1727	120	14.391666666666667
36_15.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1734	120	14.45
36_16.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1830	120	15.25
36_17.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1815	120	15.125
36_18.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1792	120	14.933333333333334
36_19.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1746	120	14.55
36_20.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1703	120	14.191666666666666
36_21.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1678	120	13.983333333333333
36_22.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1796	120	14.966666666666667
36_23.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1829	120	15.241666666666667
36_24.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1730	120	14.416666666666666
36_25.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1951	120	16.258333333333333
36_26.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1764	120	14.7
36_27.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1769	120	14.741666666666667
36_28.amc	walk on uneven terrain	walk on uneven terrain	['walk']	995	120	8.291666666666666
36_29.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1861	120	15.508333333333333
36_30.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1838	120	15.316666666666666
36_31.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1556	120	12.966666666666667
36_32.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1861	120	15.508333333333333
36_33.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1795	120	14.958333333333334
36_34.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1802	120	15.016666666666667
36_35.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1808	120	15.066666666666666
36_36.amc	walk on uneven terrain	walk on uneven terrain	['walk']	1996	120	16.633333333333333
36_37.amc	walk on uneven terrain	jump/hop on uneven terrain	['jump']	1802	120	15.016666666666667
37_01.amc	walk	slow walk	['walk']	212	120	1.7666666666666666
38_01.amc	walk, run	walk	['walk']	146	120	1.2166666666666666
38_02.amc	walk, run	walk	['walk']	174	120	1.45
38_03.amc	walk, run	run around in a circle	['run']	316	120	2.6333333333333333
38_04.amc	walk, run	walk around, frequent turns, cyclic walk along a line	['turn', 'walk']	3595	120	29.958333333333332
39_01.amc	climb, swing, hang on playground equipment	walk	['walk']	157	120	1.3083333333333333
39_02.amc	climb, swing, hang on playground equipment	walk	['walk']	166	120	1.3833333333333333
39_03.amc	climb, swing, hang on playground equipment	walk	['walk']	169	120	1.4083333333333334
39_04.amc	climb, swing, hang on playground equipment	walk	['walk']	170	120	1.4166666666666667
39_05.amc	climb, swing, hang on playground equipment	walk	['walk']	166	120	1.3833333333333333
39_06.amc	climb, swing, hang on playground equipment	walk	['walk']	152	120	1.2666666666666666
39_07.amc	climb, swing, hang on playground equipment	walk	['walk']	152	120	1.2666666666666666
39_08.amc	climb, swing, hang on playground equipment	walk	['walk']	145	120	1.2083333333333333
39_09.amc	climb, swing, hang on playground equipment	walk	['walk']	164	120	1.3666666666666667
39_10.amc	climb, swing, hang on playground equipment	walk	['walk']	162	120	1.35
39_11.amc	climb, swing, hang on playground equipment	walk forward, turn around, walk back	['turn', 'walk']	372	120	3.1
39_12.amc	climb, swing, hang on playground equipment	walk	['walk']	177	120	1.475
39_13.amc	climb, swing, hang on playground equipment	walk	['walk']	157	120	1.3083333333333333
39_14.amc	climb, swing, hang on playground equipment	walk	['walk']	165	120	1.375
40_02.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, on a diagonal	['walk']	2080	120	17.333333333333332
40_03.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, on a diagonal	['walk']	2577	120	21.475
40_04.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, on a diagonal	['walk']	2456	120	20.466666666666665
40_05.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, on a diagonal	['walk']	2535	120	21.125
40_06.amc	navigate from corner to corner, interact with stepstool	climb, step over, sit on, jump over stepstool	['climb', 'jump', 'sit']	2742	120	22.85
40_07.amc	navigate from corner to corner, interact with stepstool	climb, step over, jump over stepstool	['climb', 'jump']	2867	120	23.891666666666666
40_08.amc	navigate from corner to corner, interact with stepstool	climb, step over, jump over stepstool	['climb', 'jump']	2899	120	24.158333333333335
40_09.amc	navigate from corner to corner, interact with stepstool	climb, step over, jump over stepstool	['climb', 'jump']	2152	120	17.933333333333334
40_10.amc	navigate from corner to corner, interact with stepstool	wait for bus	[]	2588	120	21.566666666666666
40_11.amc	navigate from corner to corner, interact with stepstool	wait for bus	[]	2507	120	20.891666666666666
40_12.amc	navigate from corner to corner, interact with stepstool	basketball signals	[]	3515	120	29.291666666666668
41_02.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, sideways, on a diagonal	['walk']	1827	120	15.225
41_03.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, sideways, on a diagonal	['walk']	2479	120	20.658333333333335
41_04.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, on a diagonal	['walk']	2944	120	24.533333333333335
41_05.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, on a diagonal	['walk']	3009	120	25.075
41_06.amc	navigate from corner to corner, interact with stepstool	navigate - walk forward, backward, on a diagonal	['walk']	2959	120	24.658333333333335
41_07.amc	navigate from corner to corner, interact with stepstool	climb, step over, jump over, navigate around stepstool	['climb', 'jump']	3139	120	26.158333333333335
41_08.amc	navigate from corner to corner, interact with stepstool	climb, step over, jump over, navigate around stepstool	['climb', 'jump']	3311	120	27.591666666666665
41_09.amc	navigate from corner to corner, interact with stepstool	climb, step over, jump over, navigate around stepstool	['climb', 'jump']	3215	120	26.791666666666668
41_10.amc	navigate from corner to corner, interact with stepstool	basketball signals	[]	1628	120	13.566666666666666
41_11.amc	navigate from corner to corner, interact with stepstool	basketball signals	[]	1312	120	10.933333333333334
42_01.amc	stretch	stretch - rotate head, shoulders, arms, legs	['rotate']	472	60	7.866666666666666
43_01.amc	swing on playground equipment	walk	['walk']	175	120	1.4583333333333333
43_02.amc	swing on playground equipment	playground - grip bar, swing body	[]	376	120	3.1333333333333333
43_03.amc	swing on playground equipment	playground - grip bar, swing body	[]	349	120	2.908333333333333
45_01.amc	walk	walk	['walk']	189	120	1.575
46_01.amc	walk	walk	['walk']	256	120	2.1333333333333333
47_01.amc	walk	walk forward, turn around, walk back	['turn', 'walk']	549	120	4.575
49_01.amc	modern dance, gymnastics	walk	['walk']	271	120	2.2583333333333333
49_02.amc	modern dance, gymnastics	jump up and down, hop on one foot	['jump']	868	120	7.233333333333333
49_03.amc	modern dance, gymnastics	jump up and down, hop on one foot	['jump']	626	120	5.216666666666667
49_04.amc	modern dance, gymnastics	run, leap	['run']	104	120	0.8666666666666667
49_05.amc	modern dance, gymnastics	run, leap	['run']	67	120	0.5583333333333333
49_06.amc	modern dance, gymnastics	cartwheel	[]	200	120	1.6666666666666667
49_07.amc	modern dance, gymnastics	cartwheel	[]	195	120	1.625
49_08.amc	modern dance, gymnastics	cartwheels	[]	239	120	1.9916666666666667
49_09.amc	modern dance, gymnastics	dance - arms held high, side arabesque	['dance']	798	120	6.65
49_10.amc	modern dance, gymnastics	dance - fold in from side arabesque, curl inwards	['dance']	592	120	4.933333333333334
49_11.amc	modern dance, gymnastics	dance - fold in from side arabesque, curl inwards	['dance']	498	120	4.15
49_12.amc	modern dance, gymnastics	dance - lean forward, bring back leg forward, arching arms	['dance']	470	120	3.9166666666666665
49_13.amc	modern dance, gymnastics	dance - fold in from side arabesque, curl inwards	['dance']	217	120	1.8083333333333333
49_14.amc	modern dance, gymnastics	dance - lean forward, bring back leg forward, arching arms	['dance']	257	120	2.1416666666666666
49_15.amc	modern dance, gymnastics	static dance pose - folded in, head lowered, leg bent	['dance']	394	120	3.283333333333333
49_16.amc	modern dance, gymnastics	dance - fold in from side arabesque, curl inwards	['dance']	472	120	3.933333333333333
49_17.amc	modern dance, gymnastics	dance - lean forward, bring back leg forward, arching arms	['dance']	312	120	2.6
49_18.amc	modern dance, gymnastics	balance on one leg, outstretched arms	[]	458	120	3.816666666666667
49_19.amc	modern dance, gymnastics	balance on one leg, outstretched arms	[]	398	120	3.316666666666667
49_20.amc	modern dance, gymnastics	balance on one leg, outstretched arms	[]	373	120	3.1083333333333334
49_21.amc	modern dance, gymnastics	acrobatics - spin/twirl, hang on ropes	[]	1008	120	8.4
49_22.amc	modern dance, gymnastics	dance - lean back on bent leg, balance, bend elbow by ear	['dance']	536	120	4.466666666666667
54_01.amc	animal behaviors	monkey (human subject)	[]	800	120	6.666666666666667
54_02.amc	animal behaviors	bear (human subject)	[]	1253	120	10.441666666666666
54_03.amc	animal behaviors	penguin (human subject)	[]	1154	120	9.616666666666667
54_04.amc	animal behaviors	pterosaur (human subject)	[]	1920	120	16.0
54_05.amc	animal behaviors	pterosaur (human subject)	[]	444	120	3.7
54_06.amc	animal behaviors	pterosaur (human subject)	[]	3282	120	27.35
54_07.amc	animal behaviors	prairie dog (human subject)	[]	1670	120	13.916666666666666
54_08.amc	animal behaviors	roadrunner (human subject)	['run']	1765	120	14.708333333333334
54_09.amc	animal behaviors	insect/praying mantis (human subject)	[]	804	120	6.7
54_10.amc	animal behaviors	ghost (human subject)	[]	1962	120	16.35
54_11.amc	animal behaviors	penguin (human subject)	[]	1422	120	11.85
54_12.amc	animal behaviors	dragon (human subject)	[]	955	120	7.958333333333333
54_13.amc	animal behaviors	dragon (human subject)	[]	679	120	5.658333333333333
54_14.amc	animal behaviors	monkey (human subject)	[]	677	120	5.641666666666667
54_15.amc	animal behaviors	prairie dog (human subject)	[]	1717	120	14.308333333333334
54_16.amc	animal behaviors	superhero	[]	1717	120	14.308333333333334
54_17.amc	animal behaviors	squirrel (human subject)	[]	1174	120	9.783333333333333
54_18.amc	animal behaviors	squirrel (human subject)	[]	842	120	7.016666666666667
54_19.amc	animal behaviors	squirrel - robotic like motion (human subject)	[]	2037	120	16.975
54_20.amc	animal behaviors	follow path, walk around obstacles	['walk']	2581	120	21.508333333333333
54_21.amc	animal behaviors	follow path, walk around obstacles	['walk']	2911	120	24.258333333333333
54_22.amc	animal behaviors	follow path, walk around obstacles	['walk']	1055	120	8.791666666666666
54_23.amc	animal behaviors	monkey (human subject)	[]	1790	120	14.916666666666666
54_24.amc	animal behaviors	hummingbird (human subject)	[]	1119	120	9.325
54_25.amc	animal behaviors	chicken (human subject)	[]	1892	120	15.766666666666667
54_26.amc	animal behaviors	chicken (human subject)	[]	816	120	6.8
54_27.amc	animal behaviors	chicken (human subject)	[]	1432	120	11.933333333333334
55_01.amc	animal behaviors	dance, whirl	['dance']	752	120	6.266666666666667
55_02.amc	animal behaviors	lambada dance	['dance']	907	120	7.558333333333334
55_03.amc	animal behaviors	genie (human subject)	[]	1887	120	15.725
55_04.amc	animal behaviors	walk	['walk']	220	120	1.8333333333333333
55_05.amc	animal behaviors	hummingbird (human subject)	[]	1171	120	9.758333333333333
55_06.amc	animal behaviors	chicken (human subject)	[]	3864	120	32.2
55_07.amc	animal behaviors	chicken (human subject)	[]	1902	120	15.85
55_08.amc	animal behaviors	monkey (human subject)	[]	2224	120	18.533333333333335
55_09.amc	animal behaviors	monkey (human subject)	[]	1757	120	14.641666666666667
55_10.amc	animal behaviors	hummingbird (human subject)	[]	567	120	4.725
55_11.amc	animal behaviors	animal (human subject)	[]	1818	120	15.15
55_12.amc	animal behaviors	dancing bear (human subject)	[]	864	120	7.2
55_13.amc	animal behaviors	insect/praying mantis (human subject)	[]	4057	120	33.80833333333333
55_14.amc	animal behaviors	prairie dog (human subject)	[]	2167	120	18.058333333333334
55_15.amc	animal behaviors	roadrunner (human subject)	['run']	4038	120	33.65
55_16.amc	animal behaviors	panda (human subject)	[]	2533	120	21.108333333333334
55_17.amc	animal behaviors	ghost (human subject)	[]	2572	120	21.433333333333334
55_18.amc	animal behaviors	penguin (human subject)	[]	2244	120	18.7
55_19.amc	animal behaviors	dragon (human subject)	[]	1975	120	16.458333333333332
55_20.amc	animal behaviors	hippo ballerina (human subject)	[]	1915	120	15.958333333333334
55_21.amc	animal behaviors	pterosaur (human subject)	[]	1457	120	12.141666666666667
55_22.amc	animal behaviors	superhero	[]	2725	120	22.708333333333332
55_23.amc	animal behaviors	devil	[]	2487	120	20.725
55_24.amc	animal behaviors	various animals (human subject)	[]	3967	120	33.05833333333333
55_25.amc	animal behaviors	dancing animal (human subject)	[]	1327	120	11.058333333333334
55_26.amc	animal behaviors	monkey (human subject)	[]	1709	120	14.241666666666667
55_27.amc	animal behaviors	dancing ant (human subject)	[]	2084	120	17.366666666666667
55_28.amc	animal behaviors	monkey/bear (human subject)	[]	3461	120	28.841666666666665
56_01.amc	vignettes - locomotion, upper-body motions	walk around	['walk']	627	120	5.225
56_02.amc	vignettes - locomotion, upper-body motions	vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall	[]	1423	120	11.858333333333333
56_03.amc	vignettes - locomotion, upper-body motions	vignettes - fists up, wipe window, yawn, stretch, angrily grab, smash against wall, lift open window, throw punches, skip	['punch', 'throw']	2591	120	21.591666666666665
56_04.amc	vignettes - locomotion, upper-body motions	vignettes - fists up, wipe window, grab, lift open window, throw punches, yawn, stretch, walk, jump	['jump', 'punch', 'throw', 'walk']	2819	120	23.491666666666667
56_05.amc	vignettes - locomotion, upper-body motions	vignettes - walk, drink water, run/jog, jump, wipe window, lift open window, throw punches, yawn, stretch	['jump', 'punch', 'run', 'throw', 'walk']	3065	120	25.541666666666668
56_06.amc	vignettes - locomotion, upper-body motions	vignettes - throw punches, grab, skip, yawn, stretch, leap, lift open window, walk, jump/bound	['jump', 'punch', 'throw', 'walk']	2826	120	23.55
56_07.amc	vignettes - locomotion, upper-body motions	vignettes - yawn, stretch, walk, run/jog, angrily grab, jump, skip, halt	['jump', 'run', 'walk']	3924	120	32.7
56_08.amc	vignettes - locomotion, upper-body motions	vignettes - lift open window, smash against wall, hop, walk, run/jog, yawn, stretch	['run', 'walk']	1738	120	14.483333333333333
60_01.amc	salsa	salsa dance	['dance']	933	60	15.55
60_02.amc	salsa	salsa dance	['dance']	875	60	14.583333333333334
60_03.amc	salsa	salsa dance	['dance']	762	60	12.7
60_04.amc	salsa	salsa dance	['dance']	779	60	12.983333333333333
60_05.amc	salsa	salsa dance	['dance']	698	60	11.633333333333333
60_06.amc	salsa	salsa dance	['dance']	737	60	12.283333333333333
60_07.amc	salsa	salsa dance	['dance']	862	60	14.366666666666667
60_08.amc	salsa	salsa dance	['dance']	1425	60	23.75
60_09.amc	salsa	salsa dance	['dance']	1072	60	17.866666666666667
60_10.amc	salsa	salsa dance	['dance']	498	60	8.3
60_11.amc	salsa	salsa dance	['dance']	877	60	14.616666666666667
60_12.amc	salsa	salsa dance	['dance']	703	60	11.716666666666667
60_13.amc	salsa	salsa dance	['dance']	945	60	15.75
60_14.amc	salsa	salsa dance	['dance']	811	60	13.516666666666667
60_15.amc	salsa	salsa dance	['dance']	891	60	14.85
61_01.amc	salsa	salsa dance	['dance']	933	60	15.55
61_02.amc	salsa	salsa dance	['dance']	875	60	14.583333333333334
61_03.amc	salsa	salsa dance	['dance']	762	60	12.7
61_04.amc	salsa	salsa dance	['dance']	779	60	12.983333333333333
61_05.amc	salsa	salsa dance	['dance']	698	60	11.633333333333333
61_06.amc	salsa	salsa dance	['dance']	737	60	12.283333333333333
61_07.amc	salsa	salsa dance	['dance']	862	60	14.366666666666667
61_08.amc	salsa	salsa dance	['dance']	1425	60	23.75
61_09.amc	salsa	salsa dance	['dance']	1072	60	17.866666666666667
61_10.amc	salsa	salsa dance	['dance']	498	60	8.3
61_11.amc	salsa	salsa dance	['dance']	877	60	14.616666666666667
61_12.amc	salsa	salsa dance	['dance']	703	60	11.716666666666667
61_13.amc	salsa	salsa dance	['dance']	945	60	15.75
61_14.amc	salsa	salsa dance	['dance']	811	60	13.516666666666667
61_15.amc	salsa	salsa dance	['dance']	891	60	14.85
62_01.amc	construction work, random motions	bolt loosening, wrench	[]	450	60	7.5
62_02.amc	construction work, random motions	bolt tightening, wrench	[]	432	60	7.2
62_03.amc	construction work, random motions	sawing, hand saw	[]	573	60	9.55
62_04.amc	construction work, random motions	screwing	[]	563	60	9.383333333333333
62_05.amc	construction work, random motions	screwing	[]	482	60	8.033333333333333
62_06.amc	construction work, random motions	unscrewing	[]	1103	60	18.383333333333333
62_07.amc	construction work, random motions	hammering a nail	[]	463	60	7.716666666666667
62_08.amc	construction work, random motions	hammering a nail	[]	372	60	6.2
62_09.amc	construction work, random motions	pulling a nail	[]	473	60	7.883333333333334
62_10.amc	construction work, random motions	hammering sequence	[]	841	60	14.016666666666667
62_11.amc	construction work, random motions	cleaning up	[]	1544	60	25.733333333333334
62_12.amc	construction work, random motions	hard days drink	[]	410	60	6.833333333333333
62_13.amc	construction work, random motions	moving a stool	[]	526	60	8.766666666666667
62_14.amc	construction work, random motions	opening umbrella	[]	280	60	4.666666666666667
62_15.amc	construction work, random motions	opening umbrella	[]	282	60	4.7
62_16.amc	construction work, random motions	closing umbrella	[]	261	60	4.35
62_17.amc	construction work, random motions	opening and closing umbrella	[]	300	60	5.0
62_18.amc	construction work, random motions	closing a box	[]	235	60	3.9166666666666665
62_19.amc	construction work, random motions	opening a box	[]	274	60	4.566666666666666
62_20.amc	construction work, random motions	closing, moving and opening a box	[]	401	60	6.683333333333334
62_21.amc	construction work, random motions	coiling a rope	[]	1436	60	23.933333333333334
62_22.amc	construction work, random motions	dynamic calibration	[]	439	60	7.316666666666666
62_23.amc	construction work, random motions	bolt tightening	[]	397	60	6.616666666666666
62_24.amc	construction work, random motions	bolt tightening, with putting bolt in	[]	1202	60	20.033333333333335
62_25.amc	construction work, random motions	bolt loosening, wrench	[]	551	60	9.183333333333334
63_01.amc	golf	Swing	[]	186	120	1.55
64_01.amc	golf	Swing	[]	186	120	1.55
64_02.amc	golf	Swing	[]	205	120	1.7083333333333333
64_03.amc	golf	Swing	[]	184	120	1.5333333333333334
64_04.amc	golf	Swing	[]	171	120	1.425
64_05.amc	golf	Swing	[]	160	120	1.3333333333333333
64_06.amc	golf	Swing	[]	220	120	1.8333333333333333
64_07.amc	golf	Swing	[]	156	120	1.3
64_08.amc	golf	Swing	[]	151	120	1.2583333333333333
64_09.amc	golf	Swing	[]	187	120	1.5583333333333333
64_10.amc	golf	Swing	[]	233	120	1.9416666666666667
64_11.amc	golf	Putt	[]	246	120	2.05
64_12.amc	golf	Putt	[]	209	120	1.7416666666666667
64_13.amc	golf	Putt	[]	181	120	1.5083333333333333
64_14.amc	golf	Putt	[]	232	120	1.9333333333333333
64_15.amc	golf	Putt	[]	172	120	1.4333333333333333
64_16.amc	golf	Placing Tee	[]	258	120	2.15
64_17.amc	golf	Placing Tee	[]	222	120	1.85
64_18.amc	golf	Placing Tee	[]	197	120	1.6416666666666666
64_19.amc	golf	Placing Tee	[]	152	120	1.2666666666666666
64_20.amc	golf	Placing Tee	[]	243	120	2.025
64_21.amc	golf	Placing Ball	[]	181	120	1.5083333333333333
64_22.amc	golf	Placing Ball	[]	219	120	1.825
64_23.amc	golf	Placing Ball	[]	216	120	1.8
64_24.amc	golf	Placing Ball	[]	240	120	2.0
64_25.amc	golf	Placing Ball	[]	255	120	2.125
64_26.amc	golf	Picking up Ball	[]	233	120	1.9416666666666667
64_27.amc	golf	Picking up Ball	[]	236	120	1.9666666666666666
64_28.amc	golf	Picking up Ball	[]	215	120	1.7916666666666667
64_29.amc	golf	Picking up Ball	[]	240	120	2.0
64_30.amc	golf	Picking up Ball	[]	256	120	2.1333333333333333
69_01.amc	walking	walk forward	['walk']	195	120	1.625
69_02.amc	walking	walk forward	['walk']	142	120	1.1833333333333333
69_03.amc	walking	walk forward	['walk']	178	120	1.4833333333333334
69_04.amc	walking	walk forward	['walk']	177	120	1.475
69_05.amc	walking	walk forward	['walk']	188	120	1.5666666666666667
69_06.amc	walking	walk and turn (repeated)	['turn', 'walk']	2171	120	18.091666666666665
69_07.amc	walking	walk and turn (repeated)	['turn', 'walk']	2182	120	18.183333333333334
69_08.amc	walking	walk and turn (repeated)	['turn', 'walk']	2211	120	18.425
69_09.amc	walking	walk and turn (repeated)	['turn', 'walk']	2127	120	17.725
69_10.amc	walking	walk and turn (repeated)	['turn', 'walk']	2393	120	19.941666666666666
69_11.amc	walking	walk and turn (repeated)	['turn', 'walk']	2066	120	17.216666666666665
69_12.amc	walking	walk and turn both directions (repeated)	['turn', 'walk']	2008	120	16.733333333333334
69_13.amc	walking	walk, turn in place (repeated)	['turn', 'walk']	1978	120	16.483333333333334
